,filename,width,height,class,xmin,ymin,xmax,ymax
499,armas (196).jpg,670,366,pistol,347,152,375,188
500,armas (1394).jpg,375,500,pistol,211,154,296,224
501,armas (712).jpg,640,440,pistol,228,78,410,327
502,armas (1510).jpg,500,455,pistol,50,28,402,411
503,armas (342).jpg,286,470,pistol,30,62,226,357
504,armas (2296).jpg,160,120,pistol,4,1,157,118
505,armas (1843).jpg,550,384,pistol,49,72,467,323
506,armas (2279).jpg,160,120,pistol,5,1,155,117
507,armas (2783).jpg,299,400,pistol,8,281,62,362
508,armas (1906).jpg,1300,1330,pistol,146,252,842,650
509,armas (2629).jpg,160,120,pistol,4,3,157,118
510,armas (19).jpg,480,480,pistol,268,171,355,334
511,armas (657).jpg,400,412,pistol,138,30,298,354
512,armas (207).jpg,728,546,pistol,4,15,621,258
513,armas (2500).jpg,160,120,pistol,4,2,158,116
514,armas (2150).jpg,1024,944,pistol,99,64,918,882
515,armas (987).jpg,259,194,pistol,74,63,86,73
516,armas (2853).jpg,400,267,pistol,123,17,248,232
517,armas (1286).jpg,500,333,pistol,26,32,318,255
518,armas (1269).jpg,500,339,pistol,94,25,206,286
519,armas (1269).jpg,500,339,pistol,303,120,382,259
520,armas (591).jpg,800,490,pistol,547,73,592,124
521,armas (1639).jpg,500,375,pistol,16,27,474,343
522,armas (968).jpg,183,275,pistol,37,207,68,246
523,armas (2445).jpg,160,120,pistol,4,1,157,117
524,armas (2015).jpg,640,846,pistol,64,188,578,448
525,armas (2015).jpg,640,846,pistol,127,457,478,706
526,armas (1855).jpg,640,360,pistol,65,89,117,125
527,armas (1156).jpg,1536,1536,pistol,1026,543,1348,1285
528,armas (1156).jpg,1536,1536,pistol,94,411,441,1514
529,armas (354).jpg,661,496,pistol,227,196,278,310
530,armas (1506).jpg,500,333,pistol,2,11,440,330
531,armas (704).jpg,450,336,pistol,12,133,321,334
532,armas (704).jpg,450,336,pistol,128,10,434,233
533,armas (211).jpg,728,481,pistol,322,182,403,461
534,armas (1013).jpg,275,184,pistol,76,47,181,103
535,armas (641).jpg,660,660,pistol,80,136,640,481
536,armas (1443).jpg,500,375,pistol,47,46,482,267
537,armas (1910).jpg,635,431,pistol,257,176,333,310
538,armas (2795).jpg,600,399,pistol,278,12,517,346
539,armas (568).jpg,800,600,pistol,37,228,89,301
540,armas (568).jpg,800,600,pistol,113,243,168,313
541,armas (568).jpg,800,600,pistol,174,265,250,325
542,armas (568).jpg,800,600,pistol,262,256,353,362
543,armas (568).jpg,800,600,pistol,365,277,456,350
544,armas (568).jpg,800,600,pistol,480,289,565,380
545,armas (568).jpg,800,600,pistol,604,368,710,486
546,armas (138).jpg,156,235,pistol,52,124,93,193
547,armas (2146).jpg,480,229,pistol,8,21,454,209
548,armas (2516).jpg,160,120,pistol,2,1,157,117
549,armas (2003).jpg,320,252,pistol,39,56,273,210
550,armas (2453).jpg,160,120,pistol,3,2,157,117
551,armas (587).jpg,620,465,pistol,52,40,583,427
552,armas (1785).jpg,160,89,pistol,22,1,158,70
553,armas (753).jpg,300,154,pistol,1,1,297,149
554,armas (1551).jpg,334,500,pistol,192,224,247,249
555,armas (1551).jpg,334,500,pistol,136,180,167,221
556,armas (303).jpg,440,660,pistol,231,105,347,392
557,armas (1101).jpg,380,253,pistol,110,82,271,174
558,armas (2687).jpg,160,120,pistol,2,3,153,113
559,armas (1802).jpg,640,446,pistol,160,95,186,131
560,armas (2238).jpg,160,120,pistol,2,3,157,115
561,armas (58).jpg,1300,866,pistol,84,92,649,488
562,armas (2392).jpg,160,120,pistol,5,21,155,111
563,armas (1414).jpg,500,381,pistol,43,24,362,343
564,armas (2541).jpg,160,120,pistol,7,3,158,114
565,armas (2111).jpg,320,205,pistol,5,9,316,189
566,armas (495).jpg,251,201,pistol,11,24,244,165
567,armas (1228).jpg,375,500,pistol,200,99,221,111
568,armas (1228).jpg,375,500,pistol,223,366,294,500
569,armas (1382).jpg,500,299,pistol,38,34,476,272
570,armas (2957).jpg,771,505,pistol,25,24,734,477
571,armas (929).jpg,281,179,pistol,119,17,179,74
572,armas (2404).jpg,160,120,pistol,1,4,156,115
573,armas (883).jpg,262,192,pistol,136,53,218,134
574,armas (2054).jpg,632,250,pistol,370,44,550,211
575,armas (2243).jpg,160,120,pistol,4,1,158,105
576,armas (1896).jpg,1300,1065,pistol,268,221,1200,711
577,armas (23).jpg,1300,866,pistol,301,54,1090,448
578,armas (397).jpg,682,1023,pistol,344,494,614,671
579,armas (1195).jpg,500,320,pistol,18,19,484,300
580,armas (728).jpg,420,252,pistol,5,3,387,246
581,armas (1480).jpg,450,344,pistol,16,9,430,321
582,armas (378).jpg,800,531,pistol,25,21,537,400
583,armas (682).jpg,620,458,pistol,62,42,430,405
584,armas (2306).jpg,160,120,pistol,2,3,159,118
585,armas (2756).jpg,160,120,pistol,1,1,152,115
586,armas (1879).jpg,500,400,pistol,20,42,411,212
587,armas (2886).jpg,119,168,pistol,78,63,102,101
588,armas (1253).jpg,264,422,pistol,4,1,236,416
589,armas (401).jpg,1024,438,pistol,433,105,690,278
590,armas (952).jpg,261,193,pistol,26,17,185,170
591,armas (817).jpg,300,223,pistol,5,71,290,201
592,armas (2490).jpg,160,120,pistol,1,1,158,115
593,armas (2869).jpg,634,435,pistol,191,140,325,232
594,armas (1746).jpg,378,500,pistol,8,32,372,475
595,armas (1592).jpg,500,333,pistol,397,108,486,203
596,armas (790).jpg,300,202,pistol,25,37,263,162
597,armas (1068).jpg,220,379,pistol,175,37,218,72
598,armas (1438).jpg,500,375,pistol,79,86,491,342
599,armas (74).jpg,640,360,pistol,358,111,385,131
600,armas (2644).jpg,160,120,pistol,4,2,157,118
601,armas (2214).jpg,160,120,pistol,2,1,157,117
602,armas (2701).jpg,160,120,pistol,3,1,157,117
603,armas (2351).jpg,160,120,pistol,4,2,155,110
604,armas (1984).jpg,680,450,pistol,73,103,496,359
605,armas (285).jpg,400,263,pistol,184,94,382,254
606,armas (1087).jpg,600,436,pistol,57,18,567,412
607,armas (2582).jpg,160,120,pistol,4,3,151,119
608,armas (905).jpg,285,177,pistol,144,40,178,70
609,armas (456).jpg,1024,678,pistol,129,206,425,452
610,armas (1204).jpg,500,375,pistol,185,156,329,223
611,armas (513).jpg,262,192,pistol,101,46,125,63
612,armas (1711).jpg,500,375,pistol,82,15,470,355
613,armas (143).jpg,1300,866,pistol,638,139,951,303
614,armas (2994).jpg,1366,768,pistol,280,76,585,712
615,armas (840).jpg,275,183,pistol,85,18,225,167
616,armas (2202).jpg,160,120,pistol,4,3,158,114
617,armas (2652).jpg,160,120,pistol,2,4,157,119
618,armas (1584).jpg,500,333,pistol,268,88,337,136
619,armas (769).jpg,300,179,pistol,3,4,288,154
620,armas (339).jpg,330,470,pistol,13,60,62,97
621,armas (1992).jpg,720,576,pistol,141,78,230,345
622,armas (2347).jpg,160,120,pistol,2,1,155,117
623,armas (1838).jpg,1500,897,pistol,40,44,1457,877
624,armas (2717).jpg,160,120,pistol,2,2,155,118
625,armas (1212).jpg,500,349,pistol,13,3,475,331
626,armas (440).jpg,1023,682,pistol,255,85,948,558
627,armas (913).jpg,266,190,pistol,99,27,263,161
628,armas (2594).jpg,160,120,pistol,4,1,156,119
629,armas (2081).jpg,640,444,pistol,172,118,280,266
630,armas (856).jpg,297,170,pistol,22,4,262,97
631,armas (1357).jpg,500,334,pistol,133,1,500,240
632,armas (2982).jpg,500,375,pistol,179,120,316,252
633,armas (155).jpg,450,300,pistol,149,106,249,255
634,armas (1707).jpg,500,332,pistol,234,137,257,190
635,armas (2828).jpg,661,496,pistol,144,216,393,457
636,armas (2828).jpg,661,496,pistol,261,39,542,222
637,armas (2828).jpg,661,496,pistol,301,190,630,418
638,armas (505).jpg,271,186,pistol,8,2,265,181
639,armas (1029).jpg,260,194,pistol,25,54,166,158
640,armas (1183).jpg,705,705,pistol,496,263,583,374
641,armas (35).jpg,1300,1097,pistol,562,345,725,718
642,armas (2605).jpg,160,120,pistol,2,2,157,113
643,armas (1880).jpg,640,426,pistol,185,152,599,406
644,armas (2310).jpg,160,120,pistol,2,2,156,116
645,armas (1496).jpg,500,366,pistol,76,132,450,350
646,armas (1496).jpg,500,366,pistol,104,10,472,200
647,armas (2039).jpg,150,91,pistol,5,9,144,81
648,armas (2469).jpg,160,120,pistol,4,3,154,113
649,armas (2193).jpg,160,120,pistol,7,1,152,118
650,armas (944).jpg,275,183,pistol,41,53,118,132
651,armas (1615).jpg,500,332,pistol,272,126,478,253
652,armas (2890).jpg,1300,671,pistol,212,188,627,493
653,armas (2890).jpg,1300,671,pistol,662,208,1107,468
654,armas (552).jpg,193,261,pistol,63,22,181,211
655,armas (102).jpg,1280,720,pistol,288,126,700,364
656,armas (1300).jpg,405,302,pistol,8,2,401,296
657,armas (2486).jpg,160,120,pistol,1,1,157,113
658,armas (3).jpg,1300,866,pistol,471,207,613,359
659,armas (801).jpg,300,145,pistol,1,12,294,141
660,armas (670).jpg,391,479,pistol,171,298,320,394
661,armas (670).jpg,391,479,pistol,94,245,267,353
662,armas (1472).jpg,374,500,pistol,25,225,346,422
663,armas (220).jpg,750,331,pistol,234,61,726,314
664,armas (1022).jpg,198,254,pistol,79,101,101,109
665,armas (1921).jpg,351,258,pistol,4,7,339,250
666,armas (1864).jpg,1169,794,pistol,24,72,1133,778
667,armas (1537).jpg,500,419,pistol,149,26,499,372
668,armas (1167).jpg,259,194,pistol,21,78,146,163
669,armas (1167).jpg,259,194,pistol,84,31,221,111
670,armas (365).jpg,640,427,pistol,125,26,330,212
671,armas (2462).jpg,160,120,pistol,2,3,156,116
672,armas (2198).jpg,160,120,pistol,2,1,155,110
673,armas (2032).jpg,661,496,pistol,221,307,260,383
674,armas (2931).jpg,113,168,pistol,28,100,60,159
675,armas (559).jpg,650,399,pistol,270,169,465,351
676,armas (2527).jpg,160,120,pistol,1,1,158,115
677,armas (8).jpg,866,1300,pistol,586,359,860,553
678,armas (2177).jpg,160,120,pistol,3,1,157,115
679,armas (1976).jpg,478,336,pistol,110,105,186,155
680,armas (1976).jpg,478,336,pistol,29,68,80,116
681,armas (2659).jpg,160,120,pistol,2,1,157,119
682,armas (69).jpg,168,113,pistol,76,62,93,86
683,armas (2209).jpg,160,120,pistol,3,5,156,116
684,armas (277).jpg,1300,953,pistol,88,63,757,467
685,armas (1425).jpg,500,333,pistol,12,83,493,325
686,armas (627).jpg,661,496,pistol,336,279,526,440
687,armas (332).jpg,303,470,pistol,43,199,104,246
688,armas (1130).jpg,866,1390,pistol,41,456,292,633
689,armas (762).jpg,300,207,pistol,51,55,286,195
690,armas (298).jpg,3072,1728,pistol,225,933,837,1324
691,armas (298).jpg,3072,1728,pistol,913,582,1204,812
692,armas (298).jpg,3072,1728,pistol,1422,533,1637,679
693,armas (298).jpg,3072,1728,pistol,1579,479,1758,603
694,armas (1833).jpg,640,480,pistol,226,6,508,472
695,armas (1999).jpg,858,1280,pistol,386,449,490,553
696,armas (86).jpg,450,300,pistol,327,90,432,176
697,armas (1649).jpg,500,327,pistol,58,46,439,230
698,armas (2966).jpg,396,395,pistol,53,220,329,390
699,armas (1219).jpg,500,375,pistol,78,50,369,225
700,armas (2065).jpg,677,800,pistol,62,191,225,292
701,armas (918).jpg,255,198,pistol,97,21,224,179
702,armas (2435).jpg,160,120,pistol,6,3,155,117
703,armas (2120).jpg,252,169,pistol,15,20,227,159
704,armas (2570).jpg,160,120,pistol,2,2,154,119
705,armas (2989).jpg,512,512,pistol,60,6,474,500
706,armas (1599).jpg,267,500,pistol,6,60,182,275
707,armas (261).jpg,625,360,pistol,257,146,344,208
708,armas (1063).jpg,600,265,pistol,4,3,459,211
709,armas (1960).jpg,450,423,pistol,149,140,347,285
710,armas (1825).jpg,283,296,pistol,219,118,269,154
711,armas (1576).jpg,500,375,pistol,8,119,488,287
712,armas (774).jpg,300,165,pistol,3,5,294,159
713,armas (1126).jpg,450,320,pistol,147,85,348,221
714,armas (324).jpg,208,194,pistol,154,13,195,86
715,armas (2423).jpg,160,120,pistol,5,1,154,118
716,armas (2073).jpg,800,977,pistol,249,231,396,618
717,armas (2589).jpg,160,120,pistol,21,3,139,108
718,armas (2970).jpg,434,569,pistol,224,86,409,270
719,armas (518).jpg,244,206,pistol,1,87,177,205
720,armas (518).jpg,244,206,pistol,38,1,240,83
721,armas (2566).jpg,160,120,pistol,4,3,157,116
722,armas (2136).jpg,468,377,pistol,212,209,298,274
723,armas (2618).jpg,160,120,pistol,4,1,156,115
724,armas (1937).jpg,1500,1165,pistol,218,150,775,527
725,armas (2248).jpg,160,120,pistol,2,1,157,111
726,armas (1034).jpg,275,183,pistol,130,46,247,124
727,armas (236).jpg,2560,1600,pistol,616,122,1706,1172
728,armas (1464).jpg,500,375,pistol,28,58,461,349
729,armas (373).jpg,620,350,pistol,229,29,450,343
730,armas (689).jpg,800,600,pistol,464,242,566,297
731,armas (689).jpg,800,600,pistol,440,364,543,407
732,armas (1171).jpg,1024,623,pistol,3,6,1017,595
733,armas (1521).jpg,900,675,pistol,29,128,764,452
734,armas (1521).jpg,900,675,pistol,314,272,870,609
735,armas (1872).jpg,800,533,pistol,535,183,705,296
736,armas (2927).jpg,111,168,pistol,18,29,41,85
737,armas (2024).jpg,850,473,pistol,182,81,755,422
738,armas (959).jpg,274,184,pistol,66,69,242,157
739,armas (2161).jpg,3456,2304,pistol,2388,1012,2838,1452
740,armas (2862).jpg,650,366,pistol,379,164,418,223
741,armas (308).jpg,1280,960,pistol,408,722,573,960
742,armas (308).jpg,1280,960,pistol,901,757,1030,960
743,armas (758).jpg,300,242,pistol,1,1,284,125
744,armas (2726).jpg,160,120,pistol,1,2,158,114
745,armas (2376).jpg,160,120,pistol,7,3,155,97
746,armas (2663).jpg,160,120,pistol,1,1,154,118
747,armas (53).jpg,113,168,pistol,25,56,113,111
748,armas (2233).jpg,160,120,pistol,4,3,157,112
749,armas (867).jpg,183,275,pistol,33,33,106,166
750,armas (2819).jpg,896,920,pistol,113,375,756,625
751,armas (1736).jpg,500,264,pistol,30,24,480,237
752,armas (534).jpg,275,183,pistol,141,64,249,117
753,armas (164).jpg,1500,1120,pistol,435,519,513,705
754,armas (1389).jpg,500,357,pistol,27,171,118,249
755,armas (1673).jpg,400,282,pistol,51,47,336,237
756,armas (1223).jpg,200,133,pistol,69,8,191,122
757,armas (888).jpg,286,176,pistol,52,3,175,144
758,armas (2321).jpg,160,120,pistol,4,1,157,117
759,armas (2771).jpg,160,120,pistol,2,3,157,117
760,armas (1448).jpg,500,333,pistol,272,120,365,160
761,armas (1448).jpg,500,333,pistol,245,159,394,216
762,armas (1448).jpg,500,333,pistol,103,167,206,204
763,armas (1448).jpg,500,333,pistol,186,68,239,99
764,armas (1448).jpg,500,333,pistol,101,55,210,107
765,armas (1448).jpg,500,333,pistol,253,68,314,101
766,armas (1018).jpg,259,194,pistol,78,72,111,96
767,armas (2264).jpg,160,120,pistol,3,7,157,112
768,armas (2634).jpg,160,120,pistol,16,6,156,116
769,armas (1331).jpg,1000,743,pistol,10,2,1000,739
770,armas (563).jpg,1500,1001,pistol,205,74,1117,915
771,armas (1761).jpg,376,472,pistol,127,264,355,453
772,armas (830).jpg,300,216,pistol,1,11,298,212
773,armas (2458).jpg,160,120,pistol,2,1,157,115
774,armas (975).jpg,275,183,pistol,169,37,233,129
775,armas (2008).jpg,600,343,pistol,14,127,197,275
776,armas (1274).jpg,500,333,pistol,58,18,482,323
777,armas (1624).jpg,500,375,pistol,167,140,495,336
778,armas (349).jpg,992,427,pistol,633,160,852,323
779,armas (719).jpg,1024,771,pistol,273,13,755,729
780,armas (1848).jpg,300,269,pistol,27,95,76,172
781,armas (2767).jpg,160,120,pistol,4,3,154,117
782,armas (2337).jpg,160,120,pistol,1,1,158,119
783,armas (12).jpg,315,450,pistol,27,169,84,242
784,armas (2272).jpg,160,120,pistol,2,1,157,117
785,armas (2788).jpg,500,334,pistol,169,275,275,333
786,armas (826).jpg,300,213,pistol,11,22,276,181
787,armas (1777).jpg,1920,1200,pistol,408,233,1836,1075
788,armas (2858).jpg,250,195,pistol,148,17,189,73
789,armas (575).jpg,614,259,pistol,2,12,607,254
790,armas (1327).jpg,500,413,pistol,22,54,488,363
791,armas (125).jpg,1300,911,pistol,70,121,1238,840
792,armas (430).jpg,574,1023,pistol,360,385,574,551
793,armas (1632).jpg,500,281,pistol,25,16,473,245
794,armas (1798).jpg,1280,853,pistol,45,65,1232,791
795,armas (1262).jpg,640,480,pistol,360,260,523,396
796,armas (963).jpg,272,185,pistol,99,38,238,107
797,armas (2730).jpg,160,120,pistol,4,1,156,116
798,armas (1409).jpg,500,375,pistol,30,57,468,297
799,armas (1059).jpg,640,480,pistol,1,1,637,480
800,armas (45).jpg,1300,912,pistol,605,180,1190,772
801,armas (2675).jpg,160,120,pistol,1,1,158,120
802,armas (172).jpg,320,240,pistol,228,173,316,238
803,armas (1370).jpg,500,238,pistol,38,49,470,192
804,armas (488).jpg,450,450,pistol,154,47,407,258
805,armas (522).jpg,253,199,pistol,30,41,218,163
806,armas (1720).jpg,500,375,pistol,139,144,297,241
807,armas (1720).jpg,500,375,pistol,224,227,329,300
808,armas (871).jpg,275,183,pistol,62,50,215,160
809,armas (2419).jpg,160,120,pistol,8,4,152,111
810,armas (934).jpg,245,206,pistol,31,71,179,145
811,armas (2049).jpg,482,407,pistol,27,18,462,388
812,armas (1235).jpg,500,375,pistol,24,13,444,311
813,armas (1665).jpg,500,399,pistol,57,133,359,365
814,armas (467).jpg,1023,683,pistol,498,16,586,178
815,armas (410).jpg,757,1023,pistol,231,107,711,835
816,armas (1612).jpg,500,334,pistol,23,31,420,210
817,armas (1242).jpg,500,349,pistol,59,25,489,254
818,armas (2194).jpg,160,120,pistol,2,2,157,117
819,armas (4).jpg,600,431,pistol,30,157,171,246
820,armas (2481).jpg,160,120,pistol,3,3,157,116
821,armas (806).jpg,300,169,pistol,1,11,282,149
822,armas (1757).jpg,400,343,pistol,25,39,399,278
823,armas (1757).jpg,400,343,pistol,5,7,382,249
824,armas (2878).jpg,1300,870,pistol,202,217,762,682
825,armas (105).jpg,996,1620,pistol,180,550,680,935
826,armas (2602).jpg,160,120,pistol,1,1,157,118
827,armas (32).jpg,919,1300,pistol,88,404,260,512
828,armas (2252).jpg,160,120,pistol,2,3,155,112
829,armas (1887).jpg,390,285,pistol,68,40,173,219
830,armas (386).jpg,876,493,pistol,193,218,366,444
831,armas (1184).jpg,705,705,pistol,554,299,671,361
832,armas (1491).jpg,333,500,pistol,22,11,320,434
833,armas (1491).jpg,333,500,pistol,2,223,325,500
834,armas (369).jpg,346,540,pistol,141,227,182,330
835,armas (693).jpg,1600,1200,pistol,653,319,1321,991
836,armas (739).jpg,745,497,pistol,338,209,392,259
837,armas (1868).jpg,450,333,pistol,191,120,247,199
838,armas (2747).jpg,160,120,pistol,2,3,156,117
839,armas (2317).jpg,160,120,pistol,1,4,157,118
840,armas (2439).jpg,160,120,pistol,11,9,143,102
841,armas (914).jpg,262,192,pistol,80,34,101,54
842,armas (2069).jpg,640,480,pistol,137,44,605,243
843,armas (2593).jpg,160,120,pistol,8,1,154,118
844,armas (1215).jpg,333,500,pistol,1,340,121,409
845,armas (1645).jpg,500,375,pistol,61,47,469,348
846,armas (447).jpg,1023,568,pistol,309,162,590,401
847,armas (2985).jpg,1024,576,pistol,98,206,934,534
848,armas (1350).jpg,500,330,pistol,91,36,456,253
849,armas (502).jpg,275,183,pistol,32,45,252,157
850,armas (2086).jpg,600,420,pistol,59,136,139,253
851,armas (1429).jpg,500,375,pistol,72,37,413,375
852,armas (781).jpg,300,180,pistol,16,7,282,168
853,armas (1079).jpg,615,346,pistol,195,143,255,173
854,armas (2205).jpg,160,120,pistol,2,1,154,114
855,armas (65).jpg,1280,720,pistol,62,16,1280,713
856,armas (2655).jpg,160,120,pistol,2,2,153,116
857,armas (2340).jpg,160,120,pistol,8,5,154,115
858,armas (1995).jpg,316,450,pistol,236,14,312,67
859,armas (2710).jpg,160,120,pistol,1,2,156,118
860,armas (294).jpg,346,540,pistol,26,176,112,322
861,armas (1096).jpg,1650,1100,pistol,317,198,1396,952
862,armas (451).jpg,1024,766,pistol,75,173,652,665
863,armas (1653).jpg,500,375,pistol,24,35,456,215
864,armas (1203).jpg,680,459,pistol,197,239,282,415
865,armas (1203).jpg,680,459,pistol,289,217,406,432
866,armas (1203).jpg,680,459,pistol,427,184,527,405
867,armas (1203).jpg,680,459,pistol,197,57,359,188
868,armas (1203).jpg,680,459,pistol,319,51,525,231
869,armas (902).jpg,300,168,pistol,195,41,216,58
870,armas (2090).jpg,900,598,pistol,31,106,221,262
871,armas (847).jpg,268,188,pistol,34,57,188,157
872,armas (2839).jpg,800,480,pistol,142,49,750,465
873,armas (1716).jpg,500,375,pistol,76,1,369,204
874,armas (514).jpg,318,159,pistol,131,1,196,144
875,armas (1346).jpg,590,444,pistol,85,26,477,413
876,armas (2993).jpg,1197,795,pistol,114,113,273,345
877,armas (2993).jpg,1197,795,pistol,887,236,1046,440
878,armas (144).jpg,891,1300,pistol,419,132,544,305
879,armas (2643).jpg,160,120,pistol,1,1,158,119
880,armas (73).jpg,1001,1620,pistol,145,208,620,1057
881,armas (2213).jpg,160,120,pistol,4,4,156,117
882,armas (797).jpg,300,184,pistol,11,37,286,153
883,armas (1595).jpg,500,380,pistol,9,10,488,369
884,armas (328).jpg,450,405,pistol,134,165,355,311
885,armas (778).jpg,300,189,pistol,20,32,282,172
886,armas (1080).jpg,1368,768,pistol,966,188,1126,322
887,armas (282).jpg,2000,1333,pistol,376,190,2000,1213
888,armas (2706).jpg,160,120,pistol,1,3,157,114
889,armas (1829).jpg,300,214,pistol,6,32,299,170
890,armas (1983).jpg,640,1273,pistol,69,3,576,1265
891,armas (2356).jpg,160,120,pistol,11,29,150,120
892,armas (2478).jpg,160,120,pistol,5,3,156,112
893,armas (955).jpg,277,182,pistol,115,44,235,91
894,armas (2028).jpg,661,496,pistol,197,162,235,187
895,armas (1254).jpg,500,370,pistol,289,167,482,307
896,armas (1254).jpg,500,370,pistol,232,70,410,237
897,armas (1254).jpg,500,370,pistol,116,32,246,253
898,armas (1254).jpg,500,370,pistol,13,107,191,304
899,armas (2881).jpg,1300,1033,pistol,807,59,982,339
900,armas (1604).jpg,500,313,pistol,21,35,466,304
901,armas (406).jpg,774,646,pistol,162,192,417,492
902,armas (113).jpg,928,1300,pistol,508,344,626,698
903,armas (1311).jpg,555,434,pistol,51,12,503,392
904,armas (1741).jpg,500,376,pistol,28,54,450,331
905,armas (810).jpg,300,300,pistol,2,102,296,212
906,armas (2497).jpg,160,120,pistol,2,1,157,117
907,armas (1192).jpg,124,160,pistol,8,37,65,115
908,armas (1192).jpg,124,160,pistol,55,70,119,152
909,armas (390).jpg,563,299,pistol,22,18,518,276
910,armas (1038).jpg,275,183,pistol,36,8,210,128
911,armas (1891).jpg,300,250,pistol,130,97,203,161
912,armas (2244).jpg,160,120,pistol,1,3,158,104
913,armas (24).jpg,662,440,pistol,290,74,634,283
914,armas (2614).jpg,160,120,pistol,4,3,156,113
915,armas (2301).jpg,160,120,pistol,1,18,157,104
916,armas (2751).jpg,160,120,pistol,4,1,155,112
917,armas (685).jpg,675,450,pistol,62,46,345,450
918,armas (168).jpg,568,345,pistol,184,9,380,181
919,armas (1690).jpg,500,375,pistol,223,195,244,222
920,armas (1690).jpg,500,375,pistol,435,298,500,343
921,armas (492).jpg,275,183,pistol,23,35,262,164
922,armas (538).jpg,247,204,pistol,22,79,200,127
923,armas (2116).jpg,852,480,pistol,96,77,594,378
924,armas (2403).jpg,160,120,pistol,23,19,152,101
925,armas (2053).jpg,624,352,pistol,74,129,211,218
926,armas (884).jpg,256,192,pistol,62,7,239,105
927,armas (2950).jpg,256,256,pistol,16,24,242,223
928,armas (187).jpg,1300,861,pistol,969,289,1176,504
929,armas (1385).jpg,500,375,pistol,121,118,418,295
930,armas (2680).jpg,160,120,pistol,2,1,156,115
931,armas (1556).jpg,500,332,pistol,92,73,449,314
932,armas (1106).jpg,1080,720,pistol,21,15,1067,685
933,armas (304).jpg,660,340,pistol,489,93,558,120
934,armas (611).jpg,615,409,pistol,223,57,268,90
935,armas (241).jpg,620,457,pistol,279,142,320,180
936,armas (1043).jpg,268,188,pistol,83,20,142,74
937,armas (2395).jpg,160,120,pistol,3,3,157,116
938,armas (1940).jpg,1500,1150,pistol,628,455,764,715
939,armas (2141).jpg,677,409,pistol,10,15,665,270
940,armas (996).jpg,294,172,pistol,89,1,201,81
941,armas (2511).jpg,160,120,pistol,1,1,155,113
942,armas (2842).jpg,620,320,pistol,124,171,250,253
943,armas (2907).jpg,112,168,pistol,68,69,94,149
944,armas (1628).jpg,460,345,pistol,26,93,445,264
945,armas (1782).jpg,240,160,pistol,24,37,218,111
946,armas (1278).jpg,500,333,pistol,22,43,284,175
947,armas (580).jpg,6016,4016,pistol,1308,1543,3093,3715
948,armas (2004).jpg,620,350,pistol,263,191,321,220
949,armas (2004).jpg,620,350,pistol,394,64,431,97
950,armas (979).jpg,259,194,pistol,49,33,85,55
951,armas (353).jpg,1100,647,pistol,2,17,1099,646
952,armas (703).jpg,900,1350,pistol,25,937,419,1249
953,armas (703).jpg,900,1350,pistol,492,952,865,1255
954,armas (703).jpg,900,1350,pistol,10,640,431,909
955,armas (703).jpg,900,1350,pistol,468,640,877,928
956,armas (703).jpg,900,1350,pistol,7,328,407,597
957,armas (703).jpg,900,1350,pistol,492,334,843,603
958,armas (703).jpg,900,1350,pistol,25,3,368,258
959,armas (703).jpg,900,1350,pistol,483,21,850,279
960,armas (1501).jpg,500,375,pistol,215,28,309,362
961,armas (2287).jpg,160,120,pistol,3,4,157,116
962,armas (1852).jpg,648,369,pistol,45,1,171,250
963,armas (2638).jpg,160,120,pistol,3,1,155,118
964,armas (1917).jpg,635,474,pistol,238,1,554,474
965,armas (2268).jpg,160,120,pistol,2,2,157,119
966,armas (2792).jpg,600,480,pistol,148,247,251,370
967,armas (1014).jpg,192,240,pistol,150,26,167,81
968,armas (1444).jpg,500,334,pistol,121,165,215,255
969,armas (1281).jpg,500,375,pistol,84,98,370,237
970,armas (579).jpg,262,193,pistol,11,7,257,165
971,armas (2854).jpg,940,627,pistol,211,47,921,604
972,armas (980).jpg,290,173,pistol,5,6,284,159
973,armas (2012).jpg,1024,576,pistol,171,45,817,564
974,armas (596).jpg,661,496,pistol,1,102,579,496
975,armas (1794).jpg,1024,576,pistol,130,64,866,477
976,armas (2911).jpg,112,168,pistol,18,8,83,100
977,armas (1844).jpg,481,333,pistol,16,11,465,315
978,armas (2291).jpg,160,120,pistol,7,3,155,115
979,armas (1517).jpg,500,375,pistol,253,115,279,136
980,armas (1147).jpg,620,350,pistol,43,239,102,304
981,armas (345).jpg,300,300,pistol,6,64,296,254
982,armas (650).jpg,955,900,pistol,30,4,954,870
983,armas (1452).jpg,500,333,pistol,33,127,174,249
984,armas (200).jpg,346,540,pistol,151,158,184,260
985,armas (2784).jpg,400,258,pistol,5,8,390,252
986,armas (1901).jpg,900,600,pistol,663,171,854,254
987,armas (2550).jpg,160,120,pistol,5,1,155,115
988,armas (2803).jpg,300,450,pistol,35,61,108,142
989,armas (484).jpg,682,1023,pistol,219,261,337,533
990,armas (191).jpg,962,639,pistol,170,314,335,413
991,armas (1669).jpg,500,375,pistol,11,19,345,348
992,armas (2946).jpg,640,380,pistol,184,52,201,86
993,armas (2946).jpg,640,380,pistol,501,32,530,88
994,armas (1239).jpg,500,333,pistol,55,8,469,318
995,armas (892).jpg,279,180,pistol,33,30,184,109
996,armas (2045).jpg,500,333,pistol,152,40,398,254
997,armas (938).jpg,262,192,pistol,46,19,200,123
